event_id,event_name,seat_section,competitor_price,competitor_name,date_checked
EVT_0127,Lollapalooza - Miami,VIP,377.45,Ticketmaster,2024-08-11
EVT_0127,Lollapalooza - Miami,Floor,323.07,StubHub,2024-08-14
EVT_0127,Lollapalooza - Miami,Lower Bowl,193.95,SeatGeek,2024-08-15
EVT_0127,Lollapalooza - Miami,Upper Bowl,111.37,SeatGeek,2024-08-21
EVT_0127,Lollapalooza - Miami,General Admission,94.04,StubHub,2024-09-01
EVT_0128,Dave Chappelle - Los Angeles,VIP,227.94,StubHub,2024-11-15
EVT_0128,Dave Chappelle - Los Angeles,Floor,147.53,StubHub,2024-11-06
EVT_0128,Dave Chappelle - Los Angeles,Lower Bowl,100.65,SeatGeek,2024-11-21
EVT_0128,Dave Chappelle - Los Angeles,Upper Bowl,64.45,Vivid Seats,2024-11-16
EVT_0128,Dave Chappelle - Los Angeles,General Admission,58.38,StubHub,2024-11-09
EVT_0129,Taylor Swift - Miami,VIP,303.49,SeatGeek,2024-04-04
EVT_0129,Taylor Swift - Miami,Floor,272.4,Vivid Seats,2024-04-03
EVT_0129,Taylor Swift - Miami,Lower Bowl,142.17,Vivid Seats,2024-03-23
EVT_0129,Taylor Swift - Miami,Upper Bowl,105.79,SeatGeek,2024-03-24
EVT_0129,Taylor Swift - Miami,General Admission,75.15,SeatGeek,2024-04-02
EVT_0130,Real Madrid vs Barcelona - New York,VIP,293.41,SeatGeek,2024-09-25
EVT_0130,Real Madrid vs Barcelona - New York,Floor,221.37,SeatGeek,2024-09-18
EVT_0130,Real Madrid vs Barcelona - New York,Lower Bowl,142.12,StubHub,2024-10-07
EVT_0130,Real Madrid vs Barcelona - New York,Upper Bowl,90.68,SeatGeek,2024-10-05
EVT_0130,Real Madrid vs Barcelona - New York,General Admission,58.34,StubHub,2024-09-15
EVT_0131,Lakers vs Warriors - Miami,VIP,279.48,Ticketmaster,2024-02-22
EVT_0131,Lakers vs Warriors - Miami,Floor,197.86,SeatGeek,2024-02-26
EVT_0131,Lakers vs Warriors - Miami,Lower Bowl,119.71,Vivid Seats,2024-02-17
EVT_0131,Lakers vs Warriors - Miami,Upper Bowl,92.44,Ticketmaster,2024-02-12
EVT_0131,Lakers vs Warriors - Miami,General Admission,68.15,StubHub,2024-02-17
EVT_0132,John Mulaney - Miami,VIP,255.13,StubHub,2024-11-04
EVT_0132,John Mulaney - Miami,Floor,164.84,Ticketmaster,2024-10-20
EVT_0132,John Mulaney - Miami,Lower Bowl,110.12,StubHub,2024-11-02
EVT_0132,John Mulaney - Miami,Upper Bowl,60.19,Ticketmaster,2024-10-13
EVT_0132,John Mulaney - Miami,General Admission,59.69,StubHub,2024-11-07
EVT_0133,Outside Lands - Seattle,VIP,390.17,StubHub,2024-07-22
EVT_0133,Outside Lands - Seattle,Floor,263.29,Ticketmaster,2024-07-17
EVT_0133,Outside Lands - Seattle,Lower Bowl,205.6,SeatGeek,2024-08-04
EVT_0133,Outside Lands - Seattle,Upper Bowl,105.82,Vivid Seats,2024-08-04
EVT_0133,Outside Lands - Seattle,General Admission,112.8,SeatGeek,2024-08-05
EVT_0134,Real Madrid vs Barcelona - Miami,VIP,249.27,Vivid Seats,2024-04-20
EVT_0134,Real Madrid vs Barcelona - Miami,Floor,189.47,Ticketmaster,2024-04-22
EVT_0134,Real Madrid vs Barcelona - Miami,Lower Bowl,146.74,SeatGeek,2024-05-09
EVT_0134,Real Madrid vs Barcelona - Miami,Upper Bowl,80.07,Vivid Seats,2024-05-05
EVT_0134,Real Madrid vs Barcelona - Miami,General Admission,60.97,Ticketmaster,2024-05-09
EVT_0135,Patriots vs Cowboys - Seattle,VIP,223.97,Ticketmaster,2024-08-17
EVT_0135,Patriots vs Cowboys - Seattle,Floor,150.47,SeatGeek,2024-08-12
EVT_0135,Patriots vs Cowboys - Seattle,Lower Bowl,117.62,SeatGeek,2024-08-24
EVT_0135,Patriots vs Cowboys - Seattle,Upper Bowl,74.3,Ticketmaster,2024-09-01
EVT_0135,Patriots vs Cowboys - Seattle,General Admission,63.13,Vivid Seats,2024-08-19
EVT_0136,Patriots vs Cowboys - Miami,VIP,263.89,SeatGeek,2024-01-29
EVT_0136,Patriots vs Cowboys - Miami,Floor,162.33,Vivid Seats,2024-02-02
EVT_0136,Patriots vs Cowboys - Miami,Lower Bowl,112.1,Vivid Seats,2024-01-25
EVT_0136,Patriots vs Cowboys - Miami,Upper Bowl,70.95,SeatGeek,2024-02-06
EVT_0136,Patriots vs Cowboys - Miami,General Admission,51.63,Ticketmaster,2024-01-20
EVT_0137,Wicked - Chicago,VIP,290.12,Ticketmaster,2024-06-03
EVT_0137,Wicked - Chicago,Floor,171.4,Ticketmaster,2024-06-03
EVT_0137,Wicked - Chicago,Lower Bowl,110.06,Ticketmaster,2024-06-19
EVT_0137,Wicked - Chicago,Upper Bowl,74.31,SeatGeek,2024-05-25
EVT_0137,Wicked - Chicago,General Admission,64.77,Ticketmaster,2024-06-15
EVT_0138,Hamilton - Los Angeles,VIP,282.21,StubHub,2024-03-17
EVT_0138,Hamilton - Los Angeles,Floor,189.53,SeatGeek,2024-03-15
EVT_0138,Hamilton - Los Angeles,Lower Bowl,118.66,SeatGeek,2024-03-12
EVT_0138,Hamilton - Los Angeles,Upper Bowl,87.0,StubHub,2024-03-14
EVT_0138,Hamilton - Los Angeles,General Admission,68.81,StubHub,2024-03-13
EVT_0139,Real Madrid vs Barcelona - Los Angeles,VIP,255.69,Ticketmaster,2024-12-26
EVT_0139,Real Madrid vs Barcelona - Los Angeles,Floor,166.84,StubHub,2024-12-11
EVT_0139,Real Madrid vs Barcelona - Los Angeles,Lower Bowl,130.55,Ticketmaster,2024-12-18
EVT_0139,Real Madrid vs Barcelona - Los Angeles,Upper Bowl,71.17,Ticketmaster,2024-12-13
EVT_0139,Real Madrid vs Barcelona - Los Angeles,General Admission,65.72,SeatGeek,2024-12-13
EVT_0140,Lakers vs Warriors - Miami,VIP,257.03,Vivid Seats,2024-07-14
EVT_0140,Lakers vs Warriors - Miami,Floor,209.56,Ticketmaster,2024-07-05
EVT_0140,Lakers vs Warriors - Miami,Lower Bowl,122.3,Ticketmaster,2024-07-01
EVT_0140,Lakers vs Warriors - Miami,Upper Bowl,80.86,Vivid Seats,2024-07-18
EVT_0140,Lakers vs Warriors - Miami,General Admission,61.46,Ticketmaster,2024-07-06
EVT_0141,Phantom of the Opera - Miami,VIP,249.14,Vivid Seats,2024-01-20
EVT_0141,Phantom of the Opera - Miami,Floor,202.79,Vivid Seats,2024-01-14
EVT_0141,Phantom of the Opera - Miami,Lower Bowl,114.43,Ticketmaster,2024-01-23
EVT_0141,Phantom of the Opera - Miami,Upper Bowl,74.29,Vivid Seats,2024-01-09
EVT_0141,Phantom of the Opera - Miami,General Admission,61.9,Vivid Seats,2024-01-15
EVT_0142,Real Madrid vs Barcelona - Miami,VIP,324.51,SeatGeek,2024-09-29
EVT_0142,Real Madrid vs Barcelona - Miami,Floor,194.95,Ticketmaster,2024-10-08
EVT_0142,Real Madrid vs Barcelona - Miami,Lower Bowl,124.17,Vivid Seats,2024-09-30
EVT_0142,Real Madrid vs Barcelona - Miami,Upper Bowl,69.7,Ticketmaster,2024-10-14
EVT_0142,Real Madrid vs Barcelona - Miami,General Admission,71.1,Vivid Seats,2024-10-11
EVT_0143,Coldplay - Miami,VIP,385.99,Vivid Seats,2024-08-24
EVT_0143,Coldplay - Miami,Floor,256.45,Ticketmaster,2024-08-21
EVT_0143,Coldplay - Miami,Lower Bowl,186.06,Ticketmaster,2024-08-02
EVT_0143,Coldplay - Miami,Upper Bowl,114.49,StubHub,2024-08-05
EVT_0143,Coldplay - Miami,General Admission,93.8,Ticketmaster,2024-08-02
EVT_0144,Beyonce - Chicago,VIP,351.3,Ticketmaster,2024-07-04
EVT_0144,Beyonce - Chicago,Floor,273.79,Ticketmaster,2024-07-04
EVT_0144,Beyonce - Chicago,Lower Bowl,166.54,StubHub,2024-07-08
EVT_0144,Beyonce - Chicago,Upper Bowl,106.24,SeatGeek,2024-06-27
EVT_0144,Beyonce - Chicago,General Admission,90.87,StubHub,2024-07-13
EVT_0145,Dave Chappelle - Miami,VIP,171.6,Ticketmaster,2024-04-14
EVT_0145,Dave Chappelle - Miami,Floor,122.47,Vivid Seats,2024-03-28
EVT_0145,Dave Chappelle - Miami,Lower Bowl,88.3,StubHub,2024-04-01
EVT_0145,Dave Chappelle - Miami,Upper Bowl,56.26,Ticketmaster,2024-04-06
EVT_0145,Dave Chappelle - Miami,General Admission,45.95,SeatGeek,2024-04-19
EVT_0146,Phantom of the Opera - Miami,VIP,250.74,SeatGeek,2024-01-04
EVT_0146,Phantom of the Opera - Miami,Floor,174.86,SeatGeek,2023-12-20
EVT_0146,Phantom of the Opera - Miami,Lower Bowl,134.58,SeatGeek,2023-12-17
EVT_0146,Phantom of the Opera - Miami,Upper Bowl,72.87,Ticketmaster,2023-12-21
EVT_0146,Phantom of the Opera - Miami,General Admission,60.21,SeatGeek,2024-01-03
EVT_0147,John Mulaney - Miami,VIP,207.95,Vivid Seats,2024-03-12
EVT_0147,John Mulaney - Miami,Floor,141.27,StubHub,2024-02-25
EVT_0147,John Mulaney - Miami,Lower Bowl,78.22,SeatGeek,2024-02-24
EVT_0147,John Mulaney - Miami,Upper Bowl,59.04,Vivid Seats,2024-03-17
EVT_0147,John Mulaney - Miami,General Admission,39.11,SeatGeek,2024-03-09
EVT_0148,Dave Chappelle - Seattle,VIP,198.69,Vivid Seats,2024-09-25
EVT_0148,Dave Chappelle - Seattle,Floor,120.23,Ticketmaster,2024-09-22
EVT_0148,Dave Chappelle - Seattle,Lower Bowl,101.57,Vivid Seats,2024-09-04
EVT_0148,Dave Chappelle - Seattle,Upper Bowl,56.3,SeatGeek,2024-09-07
EVT_0148,Dave Chappelle - Seattle,General Admission,46.38,Ticketmaster,2024-09-26
EVT_0149,Drake - Seattle,VIP,328.73,StubHub,2024-10-07
EVT_0149,Drake - Seattle,Floor,231.99,Vivid Seats,2024-10-04
EVT_0149,Drake - Seattle,Lower Bowl,172.97,StubHub,2024-10-09
EVT_0149,Drake - Seattle,Upper Bowl,97.34,StubHub,2024-09-29
EVT_0149,Drake - Seattle,General Admission,83.76,Vivid Seats,2024-10-08
